officialProductId,listingProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
DENTI-KZ-DIO-15127,15127,DIO,,50 имплантов + Физиодиспенсер C-SAILOR S1 + набор UFII Surgical UF(M) 07,,,1,aktsii / 50 implantov fiziodispenser c sailor s1 nabor ufii surgical uf m 07,"50 имплантов + Физиодиспенсер C-SAILOR S1 + набор UFII Surgical UF(M) 07 Пакетное предложение «50 имплантов Dio + Физиодиспенсер для имплантологии C-SAILOR S1 + Хирургический набор UFII Surgical UF(M) 07» Преимущества имплантатов DIO: Многолетнее производст во Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. Физиодиспенсер C-Sailor S1 — высокотехнологичное решение для проведения имплантационных и хирургических вмешательств в стоматологической практике. Устройство оснащено производительным микромотором с крутящим моментом до 80 Н·см и скоростью вращения до 40 000 об/мин, что позволяет работать с максимальной точностью. Интерфейс на цветном сенсорном экране упрощает настройку индивидуальных протоколов для разных этапов лечения. Автоматическая подача охлаждающей жидкости регулируется встроенной помпой, эффективно предотвращая перегрев костной ткани и обеспечивая дополнительный комфорт. Компактные габариты, лёгкий двигатель и тихая работа делают аппарат универсальным — он одинаково удобен как в клинике, так и в выездных условиях. Все рабочие компоненты легко стерилизуются в автоклаве и совместимы с наконечниками ведущих производителей. Ключевые особенности: · Высокая мощность и стабильность работы Микромотор с крутящим моментом до 80 Нсм и скоростью до 40 000 об/мин обеспечивает точное и контролируемое препарирование костной ткани. · Удобное управление Цветной сенсорный экран с интуитивным интерфейсом позволяет быстро настраивать индивидуальные протоколы для разных этапов лечения. · Автоматизированная подача охлаждения Встроенная помпа с регулируемым расходом жидкости предотвращает перегрев тканей, повышая комфорт пациента и снижая риск осложнений. · Гигиеничность и долговечность Все ключевые компоненты пригодны для автоклавирования и совместимы с наконечниками популярных брендов. · Эргономичный и компактный дизайн Легкий микромотор, тихая работа и оптимальное размещение блока управления делают систему удобной как для стационарного, так и для мобильного применения. Хирургический набор UFII Surgical предназначен для проведения имплантационных процедур с имплантатами UFII Narrow и UFII Regular. Комплект обеспечивает высокую точность и безопасность при работе с имплантатами различных диаметров. Совместимость: · UFII Narrow: Ø3.0, Ø3.3 мм · UFII Regular: Ø3.8, Ø4.0, Ø4.5, Ø5.0, Ø5.5 мм Особенности: · полный набор инструментов для подготовки остеотомического ложа · удобная организация и маркировка инструментов · подходит для клиник, работающих с системами UFII · изготовлен из высококачественных материалов, устойчивых к стерилизации Состав комплекта: · Импланты DIO - 50шт. · Апекслокатор COXO C-SAILOR S1 – 1шт · Хирургический набор UFII Surgical UF(M) 07 – 1шт",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/669/er680onqx9lw6rvubhbg3qavqln7bzso.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-c-sailor-s1-nabor-ufii-surgical-uf-m-07/
DENTI-KZ-DIO-17026,17026,DIO,,50 имплантов + физиодиспенсер COXO C-SAILOR Air,,,1,aktsii / 50 implantov fiziodispenser coxo c sailor air,"Пакетное предложение «50 имплантов DIO + Физиодиспенсер для имплантологии C-SAILOR AIR» Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. Физиодиспенсер C-Sailor AIR. Режим имплантации + хирургический режим в одном аппарате. Главные фишки: Мотор 5-го поколения ""Raptor"", в отличие от предыдущего поколения (150 г) легче (127 г), в среднем мощнее на 51% по срвнению с другими брендами, более тихий. Сам аппарат за счет этого стал легче и компактнее. Он занимает меньше места на столе врача, его легко переносить. Аппарат 2 в 1 уже встроены режимы: имплантация, экстракция (аккуратное стерильное удаление зубов), костная пила (работа по кости, синус-лифтинг), рестраврация (тонкие операции по восстановлению). Врач не нужно покупать раздельно два аппарата. Все в одном блоке. Уменьшает расходы клиники. Интуитивно понятный интерфейс: большой сенсорный экран, простое меню с рисунками инструментов, выбор программы 1 касанием, врач видит скорость, торк, обороты, скорость подачи воды. Удобный аппарат для клиники с несколькими врачами. Можно настроить до 3 профилей врачей, у каждого свои настройки, быстрый вход в аккаунт. Стоматологи не сбивают параметры друг друга. Продвинутый контроль операции. Система записывает: шаги имплантации, крутящий момент (торк), скорость, позицию зуба, плотность кости, показывает графики в реальном времени, можно экспортировать отчет на USB. Ключевые особенности: · Высокая мощность и стабильность работы Микромотор с крутящим моментом до 80 Нсм и скоростью до 40 000 об/мин обеспечивает точное и контролируемое препарирование костной ткани. · Удобное управление Цветной сенсорный экран с интуитивным интерфейсом позволяет быстро настраивать индивидуальные протоколы для разных этапов лечения. · Автоматизированная подача охлаждения Встроенная помпа с регулируемым расходом жидкости предотвращает перегрев тканей, повышая комфорт пациента и снижая риск осложнений. · Гигиеничность и долговечность Все ключевые компоненты пригодны для автоклавирования и совместимы с наконечниками популярных брендов. · Эргономичный и компактный дизайн Легкий микромотор, тихая работа и оптимальное размещение блока управления делают систему удобной как для стационарного, так и для мобильного применения. Состав комплекта: · Импланты DIO - 50шт. · Физиодиспенсер COXO C-SAILOR AIR – 1шт",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/27d/k4djjh8ejddd3kc40r71h6wyix7b72y6.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-coxo-c-sailor-air/
DENTI-KZ-DIO-10534,10534,DIO,,50 имплантов + физиодиспенсер COXO C-SAILOR PRO+,,,1,aktsii / 50 implantov fiziodispenser coxo c sailor pro,"Пакетное предложение 50 имплантов + физиодиспенсер COXO C-SAILOR PRO - получите 50 любых имплантатов DIO погружного типа Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер COXO C-SAILOR PRO - обеспечивает точное дозирование, регулируемую подачу и совместимость с различными жидкостями при компактной и удобной конструкции. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-dlya-implantologii-c-sailor-pro/?oid=9998 "">подробнее о товаре здесь Высокая точность дозирования. Регулируемая скорость подачи. Удобная и компактная конструкция. Совместимость с различными жидкостями. Простота в использовании и обслуживании. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/969/82wumo80t2d29daojl8k6iyw0g5xpi7c.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-coxo-c-sailor-pro/
DENTI-KZ-DIO-10535,10535,DIO,,50 имплантов + физиодиспенсер COXO C-SAILOR PRO+ и Набор Surgical Kit (07),,,1,aktsii / 50 implantov fiziodispenser coxo c sailor pro i nabor surgical kit 07,"Пакетное предложение 50 имплантов + физиодиспенсер COXO C-SAILOR PRO + Набор Surgical Kit (07) - получите 50 любых имплантатов DIO погружного типа со скидкой Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер COXO C-SAILOR PRO + Набор Surgical Kit (07) — обеспечивает точное дозирование и полный набор инструментов для стоматологических процедур. Точное дозирование жидкости , обеспечивающее максимальную точность при процедуре. Регулируемая скорость подачи для гибкости в различных стоматологических операциях. Удобная и компактная конструкция , позволяющая легко интегрировать устройство в рабочее пространство. Совместимость с различными жидкостями , что делает устройство универсальным. Набор Surgical Kit (07) включает широкий выбор профессиональных инструментов для стоматологических процедур. Высокое качество и долговечность инструментов и оборудования, что гарантирует надежную работу на протяжении долгого времени. В комплект входят: 50 имплантов DIO - надёжное и экономичное решение для дентальной имплантации. Физиодиспенсер COXO C-SAILOR PRO - современный и мощный аппарат для точной и безопасной имплантации. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-dlya-implantologii-c-sailor-pro/?oid=9998 ""> подробнее о товаре здесь Набор Surgical Kit (07) - всё необходимое для удобной, точной и быстрой имплантации в одном комплекте. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/9c1/xl9xemqdtlxa94j2pc8sicsidhw62m5f.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-coxo-c-sailor-pro-i-nabor-surgical-kit-07/
DENTI-KZ-DIO-10542,10542,DIO,,50 имплантов + физиодиспенсер SIP-20,,,1,aktsii / 50 implantov fiziodispenser sip 20,"Пакетное предложение «50 имплантов + физиодиспенсер SIP-20 » - получите 50 любых имплантатов DIO погружного типа со значительной скидкой. Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер SIP-20 — обеспечивает точное дозирование и регулируемую подачу жидкостей. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-traus-sip20/?oid=10629 "">подробнее о товаре здесь Точное дозирование жидкостей. Регулируемая подача для удобства работы. Компактный дизайн для легкости использования. Универсальность в применении для различных процедур. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/462/aoqrj9a6fkwea6bncf22hgx426lu8j0c.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-sip-20/
DENTI-KZ-DIO-10543,10543,DIO,,50 имплантов + физиодиспенсер SIP-20 + Набор Surgical Kit (07),,,1,aktsii / 50 implantov fiziodispenser sip 20 nabor surgical kit 07,"Пакетное предложение «50 имплантов + Физиодиспенсер SIP-20 + хирургический набор Surgical (07)» - получите 50 любых имплантатов DIO погружного типа со значительной скидкой. Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер SIP-20 + Набор Surgical Kit (07) — оптимальное решение для точного дозирования жидкостей и выполнения стоматологических операций с полным комплектом инструментов для любых процедур. Физиодиспенсер SIP-20 - точное дозирование жидкостей для высокой точности процедур. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-traus-sip20/?oid=10629 "">подробнее о товаре здесь Регулируемая подача жидкости для удобства в работе. Компактный и эргономичный дизайн для легкости использования. Набор Surgical Kit (07) включает все необходимые инструменты для стоматологических операций. Универсальность для выполнения различных стоматологических процедур. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/c4a/ftwbhzcb562h3hsp6o6mapxbp0qhz3ec.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-sip-20-nabor-surgical-kit-07/
DENTI-KZ-DIO-10538,10538,DIO,,50 имплантов + физиодиспенсер X-CUBE,,,1,aktsii / 50 implantov fiziodispenser x cube,"Пакетное предложение «50 имплантов + физиодиспенсер X-CUBE » - получите 50 любых имплантатов DIO погружного типа со скидкой более 35% Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер X-CUBE - обеспечивает точное дозирование и регулируемую подачу жидкостей. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-x-cube/?oid=10630 ""> подробнее о товаре здесь Высокая точность дозирования для эффективного использования жидкостей. Регулируемая скорость подачи для оптимальной работы в различных условиях. Компактный и эргономичный дизайн для удобства в использовании. Подходит для различных жидкостей, обеспечивая универсальность в применении. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/b0d/yyzav20lrd1qxsy01rsanqqd4snvu7t0.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-x-cube/
DENTI-KZ-DIO-10539,10539,DIO,,50 имплантов + физиодиспенсер X-CUBE + Набор Surgical Kit (07),,,1,aktsii / 50 implantov fiziodispenser x cube nabor surgical kit 07,"Пакетное предложение «50 имплантов + физиодиспенсер X-CUBE + Набор Surgical Kit (07)» - получите 50 любых имплантатов DIO погружного типа со скидкой Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Физиодиспенсер X-CUBE + Набор Surgical Kit (07) — предлагает точное дозирование и все инструменты для стоматологических процедур. Точное дозирование для высокой точности процедур. Регулируемая подача жидкости для удобства в работе. Компактный и эргономичный дизайн для легкости использования. Набор Surgical Kit (07) включает все необходимые инструменты для стоматологических операций. Высокое качество материалов для надежности и долговечности. В комплект входят: Физиодиспенсер X-CUBE - обеспечивает высокую точность, стабильную подачу охлаждения и интеллектуальное управление скоростью для безопасной и эффективной имплантации. ➔ https://denti.kz/orders/blank_zakaza/implantatsionnye-sistemy/oborudovanie/fiziodispenser-x-cube/?oid=10630 ""> подробнее о товаре здесь 50 имплантов - обеспечивают точную посадку и быструю остеоинтеграцию. Набор Surgical Kit (07) - обеспечивает удобную, логичную навигацию и совместимость с системами DIO для быстрой и безопасной имплантации. Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/555/desdazt67c3dky04pecd3fj50h4unrjt.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-fiziodispenser-x-cube-nabor-surgical-kit-07/
DENTI-KZ-DIO-10527,10527,DIO,,50 имплантов + хирургический набор Surgical (07),,,1,aktsii / 50 implantov khirurgicheskiy nabor surgical 07,"Пакетное предложение «50 имплантов + хирургический набор Surgical (07)» - получите 50 любых имплантатов DIO погружного типа со скидкой более 35% Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. А также: Хирургический набор UF II Surgical (07) — лучшее техническое решение для дентальных операций с погружными имплантатами DIO любой сложности. Усиленная режущая способность фрез Предотвращение вертикальных колебаний фрезы Предотвращение нагрева кости Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». З аполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего п олучите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/2ff/guiwwehp64jsgkdse581b7632lbt89kg.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-khirurgicheskiy-nabor-surgical-07/
DENTI-KZ-DIO-17193,17193,DIO,,50 имплантов + AORALSCAN Elite (проводной),,,1,aktsii / 50 implantov aoralscan elite provodnoy,"50 имплантов + AORALSCAN Elite (проводной) Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. Aoralscan Elite - это интраоральный 3D сканер для создания цифровых слепков и решения самых сложных задач стоматологии, включая адентию и полное протезирование. Это первое в мире устройство, которое функционирует как стандартный внутриротовой сканер ( IOS ) для получения изображений при отсутствии зубов, и служит в качестве фотограмметрической системы, которая используется для точной регистрации положения зубных имплантатов при отсутствии зубов. Состав комплекта: Импланты - 50 шт. Aoralscan Elite - 1 шт.",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/42a/35zhwrxto0sf377p3x4ddz5zd8zmtxen.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-aoralscan-elite-provodnoy/
DENTI-KZ-DIO-12250,12250,DIO,,50 имплантов + AORALSCAN L(проводной),,,1,aktsii / 50 implantov aoralscan l provodnoy,"Пакетное предложение «50 имплантов + AORALSCAN L(проводной) » Преимущества имплантатов DIO: Многолетнее производство Компания DIO это южнокорейская компания, с более, чем 30-летней историей в области производства высокоточных имплантационных систем. Признание на международном рынке Эффективность и удобство данных систем имплантов признаны международным сообществом стоматологов. Доказанная эффективность Имплантационные системы DIO сочетают в себе надежность, безопасность, качество и оптимальную стоимость. Соответствуют международным стандартам качества FDA, CE и ISO. Что входит в комплект: 50 имплантов Качественные Простые в установке Совместимы с ведущими ортопедическими системами Обеспечивают стабильный клинический результат AORALSCAN L (проводной) Интраоральный сканер с высокой точностью Проводное подключение обеспечивает стабильную работу Удобный интерфейс и быстрая передача 3D данных Подходит для ортопедии, имплантации и диагностики Инструкция по оформлению заказа: Шаг 1. Добавьте пакетное предложение в «Корзину», в корзине выберите количество и нажмите «Оформить заказ». Заполните все необходимые поля и нажмите «Оформить заказ». Шаг 2. После этого ваш персональный менеджер запросит необходимые реквизиты для подготовки договора. Вам останется согласовать и подписать готовый договор. Шаг 3. Произведите оплату выбранным способом: по банковским реквизитам (на основании выставленного счета), наличными средствами с выдачей фискального чека. Шаг 4. Для завершения оформления заказа выберите на сайте и добавьте в корзину нужные имплантаты (с указанием типа, размера и количества), перейдите на страницу оформления заказа и нажмите «Оформить заказ».* Шаг 5. Согласуйте с менеджером точную дату и детали доставки. После чего получите заказ с соответствующей товарной накладной. *Данный этап служит для детализации пакетного предложения и не требует повторной оплаты",https://denti.kz/upload/dev2fun.imagecompress/webp/iblock/261/ywuulyl2qq2j40wscc5mmjkoitn2guzb.webp,1,EXACT_KZ_SPECIALIZED_MARKETPLACE_LISTING,MANUFACTURER_REFERENCE_REQUIRED,https://denti.kz/orders/blank_zakaza/aktsii/50-implantov-aoralscan-l-provodnoy-/
