priority,brand,manufacturer,currentCards,canonicalProductName,category,productType,officialProductUrl,kzPartnerCandidates,evidenceStatus,contentStatus,imageStatus,offerStatus,notes
1,W&H,W&H Dentalwerk Bürmoos GmbH,0,W&H Implantmed Plus II,Хирургическое оборудование,equipment,https://www.wh.com/en_global/dental-products/oralsurgery-implantology/surgical-devices/implantmed-2,AMD Group,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Scan wireless and wired configurations belong in variants
1,W&H,W&H Dentalwerk Bürmoos GmbH,0,W&H Piezomed,Хирургическое оборудование,equipment,https://www.wh.com/en_global/dental-products/oralsurgery-implantology/surgical-devices/piezomed,AMD Group,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Do not merge Piezomed with the separate Piezomed modules
1,Kuraray Noritake,Kuraray Noritake Dental Inc.,0,CLEARFIL Universal Bond Quick 2,Адгезивные системы,consumable,https://www.kuraraynoritake.eu/en/clearfil-universal-bond-quick-2,DARIS-TTE,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED,Bottle value pack and unit dose belong in variants
1,Kuraray Noritake,Kuraray Noritake Dental Inc.,0,CLEARFIL SE BOND 2,Адгезивные системы,consumable,https://www.kuraraynoritake.eu/en/clearfil-se-bond-2,DARIS-TTE,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED,Kit refills value pack and unit dose belong in variants
1,Kuraray Noritake,Kuraray Noritake Dental Inc.,0,PANAVIA V5,Стоматологические цементы,consumable,https://www.kuraraynoritake.eu/en/en-en/resin-cements/panavia-v5,DARIS-TTE,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED,Professional standard and introductory kits belong in variants
1,Kuraray Noritake,Kuraray Noritake Dental Inc.,0,PANAVIA SA Cement Universal,Стоматологические цементы,consumable,https://www.kuraraynoritake.eu/en/en-en/resin-cements/panavia-sa-cement-universal,DARIS-TTE,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED,Automix handmix single and value packs belong in variants
1,Kuraray Noritake,Kuraray Noritake Dental Inc.,0,CLEARFIL MAJESTY ES-2 Universal,Композитные материалы,consumable,https://www.kuraraynoritake.eu/en/clearfil-majesty-es2-universal,DARIS-TTE,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED,Shade and syringe or PLT form belong in variants
1,BISCO,"BISCO, Inc.",0,All-Bond Universal,Адгезивные системы,consumable,https://www.bisco.com/all-bond-universal-bottle/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Bottle and kit packaging must be matched by manufacturer reference
1,BISCO,"BISCO, Inc.",0,TheraCal LC,Прокладочные материалы,consumable,https://www.bisco.com/theracal-lc/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Single syringe and four-syringe pack belong in variants
1,BISCO,"BISCO, Inc.",0,TheraBase Ca,Прокладочные материалы,consumable,https://www.bisco.com/therabase-ca/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,One-gram and eight-gram syringes belong in variants
1,BISCO,"BISCO, Inc.",0,Duo-Link Universal,Стоматологические цементы,consumable,https://www.bisco.com/duolink-universal-resin-luting-cement/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Shade belongs in variants; do not merge with the multi-product system kit
1,BISCO,"BISCO, Inc.",0,BisCem,Стоматологические цементы,consumable,https://www.bisco.com/biscem/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,Translucent and opaque shades belong in variants
1,BISCO,"BISCO, Inc.",5,Aeliteflo,Композитные материалы,consumable,https://www.bisco.com/aeliteflo/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Aelite Aesthetic Enamel,Композитные материалы,consumable,https://www.bisco.com/aelite-aesthetic-enamel-single-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Aelite All-Purpose Body,Композитные материалы,consumable,https://www.bisco.com/aelite-all-purpose-body-single-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Aelite LS Posterior,Композитные материалы,consumable,https://www.bisco.com/aelite-ls-posterior-single-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,All-Bond 2,Адгезивные системы,consumable,https://www.bisco.com/all-bond-2-kit-eu/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,All-Bond 3,Адгезивные системы,consumable,https://www.bisco.com/all-bond-3-kit-eu/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Bisfil 2B,Композитные материалы,consumable,https://www.bisco.com/bisfil-2b-dual-syringes/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Cavity Cleanser,Праймеры и очистители,consumable,https://www.bisco.com/cavity-cleanser/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Choice 2,Стоматологические цементы,consumable,https://www.bisco.com/choice-2-veneer-cement/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Choice 2 Try-In Paste,Стоматологические цементы,consumable,https://www.bisco.com/choice-2-try-in-paste/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Core-Flo DC,Материалы для восстановления,consumable,https://www.bisco.com/core-flo-dc-dual-syringes/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Core-Flo DC Lite,Материалы для восстановления,consumable,https://www.bisco.com/core-flo-dc-lite-dual-syringes/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,eCEMENT,Стоматологические цементы,consumable,https://www.bisco.com/ecement-adhesive-cementation-system-kit-eu/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Etch-37,Протравочные материалы,consumable,https://www.bisco.com/etch-37/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Fortify,Композитные материалы,consumable,https://www.bisco.com/fortify-bottle/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Intraoral Repair Kit,Материалы для восстановления,consumable,https://www.bisco.com/intraoral-repair-kit/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Light-Core,Материалы для восстановления,consumable,https://www.bisco.com/light-core-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Modeling Resin,Композитные материалы,consumable,https://www.bisco.com/modeling-resin/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,One-Step,Адгезивные системы,consumable,https://www.bisco.com/one-step/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,One-Step Plus,Адгезивные системы,consumable,https://www.bisco.com/one-step-plus-bottle/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Porcelain Bonding Resin,Адгезивные системы,consumable,https://www.bisco.com/porcelain-bonding-resin/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Porcelain Etchant,Протравочные материалы,consumable,https://www.bisco.com/porcelain-etchant-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Porcelain Primer,Праймеры и очистители,consumable,https://www.bisco.com/porcelain-primer/,Denko-Tau,KZ_DISTRIBUTOR_CATALOG,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED_KZ_CATALOG,Separate product family in the Kazakhstan distributor catalog
1,BISCO,"BISCO, Inc.",5,Bis-Silane,Праймеры и очистители,consumable,https://www.bisco.com/porcelain-primer/,Denko-Tau,KZ_DISTRIBUTOR_CATALOG,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED_KZ_CATALOG,Separate product family in the Kazakhstan distributor catalog
1,BISCO,"BISCO, Inc.",5,Quantium Universal Composite,Композитные материалы,consumable,https://www.bisco.com/quantium-universal-composite-single-syringes/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Select HV Etch,Протравочные материалы,consumable,https://www.bisco.com/select-hv-etch/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Select HV Etch w/BAC,Протравочные материалы,consumable,https://www.bisco.com/select-hv-etch-with-bac/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,TheraBase,Прокладочные материалы,consumable,https://www.bisco.com/therabase/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,TheraCal PT,Материалы для лечения пульпы,consumable,https://www.bisco.com/theracal-pt/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,TheraCem,Стоматологические цементы,consumable,https://www.bisco.com/theracem/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,TheraCem Ca,Стоматологические цементы,consumable,https://www.bisco.com/theracem-ca/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Uni-Etch,Протравочные материалы,consumable,https://www.bisco.com/uni-etch/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Uni-Etch w/BAC,Протравочные материалы,consumable,https://www.bisco.com/uni-etch-with-bac/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Universal Primer,Адгезивные системы,consumable,https://www.bisco.com/universal-primer/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Z-Prime Plus,Праймеры и очистители,consumable,https://www.bisco.com/z-prime-plus/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,ZirClean,Праймеры и очистители,consumable,https://www.bisco.com/zirclean/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Regular Orange Applicators,Аксессуары,consumable,https://www.bisco.com/regular-orange-applicators/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Endo White Applicators,Аксессуары,consumable,https://www.bisco.com/endo-white-applicators/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Blue Bristle Brush Applicators,Аксессуары,consumable,https://www.bisco.com/dark-blue-brush-applicators/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Disposable Mixing Wells — Single,Аксессуары,consumable,https://www.bisco.com/disposable-mixing-wells-single-well/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Disposable Mixing Wells — Double,Аксессуары,consumable,https://www.bisco.com/disposable-mixing-wells-double-well/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Dual-Syringe Dispenser,Аксессуары,consumable,https://www.bisco.com/dual-syringe-dispenser/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Unit-Dose Syringe,Аксессуары,consumable,https://www.bisco.com/unit-dose-syringe/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Dual-Syringe Static Mixing Tips,Аксессуары,consumable,https://www.bisco.com/dual-syringe-static-mixing-tips/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Dual-Syringe Mixing & Intraoral Tips,Аксессуары,consumable,https://www.bisco.com/dual-syringe-mixing-and-intraoral-tips/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Dual-Syringe Mixing & Root Canal Tips,Аксессуары,consumable,https://www.bisco.com/dual-syringe-mixing-and-root-canal-tips-30/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Aeliteflo Syringe Tips 19G,Аксессуары,consumable,https://www.bisco.com/black-disposable-tips-19-gauge-/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Porcelain Etchant Plastic Tips,Аксессуары,consumable,https://www.bisco.com/porcelain-etchant-plastic-tips/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Phosphoric Etchant Syringe Tips 25G,Аксессуары,consumable,https://www.bisco.com/phosphoric-etchant-syringe-tips-2/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Blue Disposable Syringe Tips 22G,Аксессуары,consumable,https://www.bisco.com/blue-disposable-syringe-tips-22-gauge/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Black Disposable Syringe Tips 22G,Аксессуары,consumable,https://www.bisco.com/black-disposable-syringe-tps-22-gauge-/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Auto-Mix Cannula Tips 20G,Аксессуары,consumable,https://www.bisco.com/auto-mix-cannula-tips/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Select HV Etch Empty Syringe Accessory Package,Аксессуары,consumable,https://www.bisco.com/select-hv-etch-empty-syringe-accessory-pack/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Uni-Etch Empty Syringe Accessory Package,Аксессуары,consumable,https://www.bisco.com/uni-etch-empty-syringe-accessory-pack/,Denko-Tau,OFFICIAL_MODEL_SOURCE,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMATION_REQUIRED,All active official storefront packaging and shades are represented as variants
1,BISCO,"BISCO, Inc.",5,Aqua-Prep F,Праймеры и очистители,consumable,https://www.denco.kz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=15&manufacturer_id=3&option=com_virtuemart&Itemid=17,Denko-Tau,KZ_DISTRIBUTOR_CATALOG,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,PARTNER_CONFIRMED_KZ_CATALOG,Two manufacturer references retained as package variants
1,BISCO,"BISCO, Inc.",5,Biscover LV,Композитные материалы,consumable,https://www.denco.kz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=43&category_id=31&manufacturer_id=3&option=com_virtuemart&Itemid=17,Denko-Tau,KZ_DISTRIBUTOR_LEGACY_CATALOG,READY_FOR_CONTENT,OFFICIAL_IMAGE_READY,AVAILABILITY_CONFIRMATION_REQUIRED,Listed in Kazakhstan but absent from the current global storefront
